,year,steel_plant,technology,capacity,country_code,production,low_carbon_tech,s1_emissions,s2_emissions,s3_emissions,scenario_tech_moratorium,scenario_carbon_tax,scenario_green_premium,scenario_electricity_cost_scenario,scenario_hydrogen_cost_scenario,scenario_steel_demand_scenario,region_wsa_region,region_continent,region_region
2290,2024,"Posco (Zhangjiagang) Stainless Steel Co., Ltd.",EAF,1.14,CHN,1.4391279738971412,N,0.23482164802401223,0.31582241903748626,0.02550609415885963,True,False,True,average,average,average,China,Asia,Eastern Asia
2291,2024,"Jiangsu Suxin Special Steel Group Co., Ltd.",Close plant,0.0,CHN,0.0,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2292,2024,"Zhong Xin Iron and Steel Group Co., Ltd.",BAT BF-BOF,3.5,CHN,4.418375358456136,N,8.658918138136448,0.0,0.7063773534339154,True,False,True,average,average,average,China,Asia,Eastern Asia
2293,2024,"Shanghai Meishan Iron and Steel Co., Ltd.",Avg BF-BOF,7.0,CHN,8.836750716912272,N,22.111906814247394,0.0,1.9481459076339795,True,False,True,average,average,average,China,Asia,Eastern Asia
2294,2024,"Fangda Special Steel Technology Co., Ltd.",Close plant,4.0,CHN,5.049571838235583,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2295,2024,"Pingxiang Pinggang Anyuan Iron & Steel Co., Ltd.",Avg BF-BOF,2.65,CHN,3.3453413428310736,N,8.370936151107939,0.0,0.7375123793185777,True,False,True,average,average,average,China,Asia,Eastern Asia
2296,2024,"Jiujiang Pinggang Iron and Steel Co., Ltd.",Close plant,4.7,CHN,5.933246909926811,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2297,2024,"Xinyu Steel Group Co., Ltd.",Avg BF-BOF,10.0,CHN,12.623929595588958,N,31.5884383060677,0.0,2.783065582334256,True,False,True,average,average,average,China,Asia,Eastern Asia
2298,2024,"Jilin Jianlong Steel Group Co., Ltd.",BAT BF-BOF,3.0,CHN,3.787178878676688,N,7.421929832688384,0.0,0.605466302943356,True,False,True,average,average,average,China,Asia,Eastern Asia
2299,2024,"Tonghua Steel Group Co., Ltd.",Avg BF-BOF,4.11,CHN,5.188435063787062,N,12.982848143793825,0.0,1.1438399543393791,True,False,True,average,average,average,China,Asia,Eastern Asia
2300,2024,"Jilin Xinda Iron and Steel Co., Ltd.",BAT BF-BOF,2.0,CHN,2.5247859191177917,N,4.947953221792255,0.0,0.4036442019622373,True,False,True,average,average,average,China,Asia,Eastern Asia
2301,2024,"Jilin Jingang Iron and Steel Co., Ltd.",Avg BF-BOF,1.5,CHN,1.893589439338344,N,4.738265745910155,0.0,0.4174598373501384,True,False,True,average,average,average,China,Asia,Eastern Asia
2302,2024,Angang Steel Company Limited,Close plant,1.6,CHN,2.0198287352942335,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
2303,2024,Angang Steel Company Limited Bayuquan branch,BAT BF-BOF,5.0,CHN,6.311964797794479,N,12.369883054480637,0.0,1.0091105049055933,True,False,True,average,average,average,China,Asia,Eastern Asia
2304,2024,"Ansteel Group Chaoyang Steel & Iron Co., Ltd.",Close plant,2.0,CHN,2.5247859191177917,N,0.0,0.0,0.0,True,False,True,average,average,average,China,Asia,Eastern Asia
